epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,32.2408,1.50199,1.0807,1.28775,0.66478,0.13462,0.47555,0.26897,1.49317,3.40315,1.22242,0.0494923,0.000492272,0.000492272
14,34.6669,1.4857,1.03344,1.28239,0.17619,0.71154,0.61921,0.34079,1.5887,3.21702,1.22934,0.0455276,0.000527609,0.000527609
15,37.0429,1.51802,1.08527,1.32854,0.24855,0.82692,0.6327,0.39316,1.32282,2.75076,1.1781,0.0415622,0.000562205,0.000562205
16,39.4544,1.46323,1.08252,1.29452,0.61986,0.32692,0.63621,0.39023,1.30494,2.43583,1.15459,0.037596,0.00059601,0.00059601
17,41.7677,1.42071,1.05826,1.24361,0.7135,0.33544,0.64599,0.39245,1.30128,2.49943,1.13724,0.033629,0.000628977,0.000628977
18,44.0413,1.43551,1.01628,1.27758,0.41432,0.40385,0.40812,0.25074,1.40414,2.2124,1.15251,0.0296611,0.000661058,0.000661058
19,46.2866,1.38653,1.02461,1.21843,0.16513,0.48077,0.23081,0.14303,1.46876,2.48347,1.15203,0.0256922,0.000692207,0.000692207
20,48.5571,1.51847,1.07772,1.31509,0.61648,0.71154,0.68532,0.39368,1.40305,1.4752,1.17112,0.0217224,0.00072238,0.00072238
21,50.8657,1.39394,1.01484,1.24825,0.81252,0.86538,0.87929,0.47365,1.45605,1.14675,1.12544,0.0177515,0.000751535,0.000751535
22,53.1429,1.38718,0.95693,1.24186,0.76908,0.3843,0.63301,0.34119,1.5456,2.35151,1.24267,0.0137796,0.00077963,0.00077963
23,55.4298,1.4046,0.99433,1.23549,0.03495,0.44231,0.03307,0.0188,1.56304,4.21732,1.36371,0.00980663,0.000806628,0.000806628
24,57.7155,1.50826,1.03582,1.32047,0.03255,0.05769,0.00968,0.0046,1.7249,4.54663,1.54636,0.00583249,0.00083249,0.00083249
25,60.0011,1.4623,1.05326,1.32936,0.07545,0.01923,0.01179,0.0052,1.89524,4.55798,1.80574,0.00185718,0.000857181,0.000857181
26,62.3732,1.37622,1.00441,1.27479,0.12271,0.23077,0.06365,0.03411,1.76155,3.29579,1.60887,0.000855018,0.000855018,0.000855018
27,64.8741,1.40727,0.94975,1.26342,0.1259,0.09615,0.07201,0.03196,1.91396,3.51882,1.43915,0.000843851,0.000843851,0.000843851
28,67.1515,1.4668,0.97893,1.21415,0.32753,0.13462,0.11953,0.05426,1.94934,3.78447,1.57043,0.000832349,0.000832349,0.000832349
29,69.4222,1.49383,1.05396,1.32448,0.30368,0.07692,0.05478,0.0149,2.34016,4.82472,1.74163,0.000820525,0.000820525,0.000820525
30,71.7014,1.43802,1.01665,1.2406,0.2907,0.09615,0.07644,0.02313,1.80649,3.59532,1.51672,0.000808389,0.000808389,0.000808389
31,73.9917,1.42604,0.96923,1.32449,0.63933,0.25,0.29118,0.14354,1.54647,2.60265,1.37824,0.000795954,0.000795954,0.000795954
32,76.2286,1.46663,0.97012,1.26254,0.52071,0.20903,0.30462,0.14122,1.75345,2.81602,1.53612,0.000783231,0.000783231,0.000783231
33,78.4626,1.3914,0.92547,1.24458,0.70178,0.22648,0.34131,0.16989,1.52386,2.68548,1.36072,0.000770234,0.000770234,0.000770234
34,80.7561,1.2913,0.89806,1.19477,0.71865,0.21154,0.28282,0.11392,1.7522,3.13611,1.52584,0.000756976,0.000756976,0.000756976
35,83.0473,1.3894,0.93838,1.24868,0.6964,0.48533,0.58362,0.33521,1.50823,1.99562,1.32489,0.000743468,0.000743468,0.000743468
36,85.369,1.39702,0.96506,1.26934,0.76861,0.69231,0.73793,0.4416,1.32864,1.27385,1.17095,0.000729725,0.000729725,0.000729725
37,87.7107,1.33006,0.88435,1.22116,0.67707,0.72582,0.76228,0.41345,1.37956,1.28175,1.1582,0.000715761,0.000715761,0.000715761
38,89.9901,1.32958,0.89962,1.2084,0.73324,0.73077,0.79185,0.42493,1.44525,1.1141,1.19551,0.000701588,0.000701588,0.000701588
39,92.2217,1.25824,0.81849,1.19165,0.82074,0.71154,0.82074,0.43854,1.50523,1.0596,1.19371,0.000687222,0.000687222,0.000687222
40,94.5793,1.30159,0.85107,1.17323,0.80943,0.82692,0.84746,0.4788,1.50233,0.93349,1.12914,0.000672675,0.000672675,0.000672675
41,96.8597,1.32667,0.93001,1.22885,0.77759,0.76923,0.79895,0.42517,1.62076,1.10179,1.20135,0.000657963,0.000657963,0.000657963
42,99.124,1.32201,0.96194,1.22522,0.71284,0.76388,0.71118,0.36127,1.82562,1.05658,1.34359,0.000643101,0.000643101,0.000643101
43,101.379,1.37018,0.85703,1.25508,0.73776,0.73077,0.7066,0.34215,1.92849,1.06742,1.41063,0.000628101,0.000628101,0.000628101
44,103.718,1.30006,0.85056,1.18791,0.58866,0.63462,0.57122,0.27791,1.95333,1.28471,1.44741,0.000612981,0.000612981,0.000612981
45,105.942,1.33213,0.84737,1.19346,0.65802,0.75,0.71673,0.32758,1.89626,1.28019,1.33554,0.000597754,0.000597754,0.000597754
46,108.188,1.29038,0.8643,1.1602,0.64804,0.86538,0.74052,0.48716,1.19537,1.05906,1.09172,0.000582435,0.000582435,0.000582435
47,110.447,1.34508,0.89525,1.22418,0.68718,0.84615,0.78974,0.51938,1.27688,1.04604,1.10226,0.00056704,0.00056704,0.00056704
48,112.738,1.25361,0.80413,1.16117,0.74781,0.88462,0.80201,0.5049,1.38658,0.94966,1.1139,0.000551584,0.000551584,0.000551584
49,114.992,1.2348,0.85853,1.18962,0.77452,0.85883,0.80299,0.48269,1.41204,0.92752,1.11432,0.000536081,0.000536081,0.000536081
50,117.311,1.29971,0.80506,1.18471,0.7568,0.76923,0.80098,0.47367,1.45977,1.00762,1.16528,0.000520548,0.000520548,0.000520548
51,119.581,1.20728,0.80272,1.16029,0.77608,0.82692,0.79433,0.50149,1.23096,0.9773,1.07272,0.000505,0.000505,0.000505
52,121.953,1.23225,0.83484,1.19363,0.72873,0.88462,0.80825,0.48573,1.33572,1.03225,1.16499,0.000489452,0.000489452,0.000489452
53,124.372,1.23025,0.78176,1.16351,0.85444,0.88462,0.89464,0.53953,1.39018,0.95041,1.15102,0.000473919,0.000473919,0.000473919
54,126.733,1.21084,0.7845,1.17818,0.87352,0.88462,0.90033,0.54237,1.33413,0.91412,1.10178,0.000458416,0.000458416,0.000458416
55,129.316,1.19926,0.78438,1.1481,0.88708,0.86538,0.90839,0.5678,1.32671,0.8357,1.08671,0.00044296,0.00044296,0.00044296
56,131.567,1.23381,0.78418,1.18381,0.86491,0.86191,0.89249,0.54624,1.33737,0.86718,1.08271,0.000427565,0.000427565,0.000427565
57,133.833,1.16829,0.75301,1.12546,0.79419,0.80769,0.86383,0.50756,1.4951,0.90202,1.12035,0.000412246,0.000412246,0.000412246
58,136.05,1.19205,0.77488,1.1734,0.77935,0.90385,0.88394,0.5522,1.3184,0.86178,1.05941,0.000397019,0.000397019,0.000397019
59,138.291,1.16216,0.77398,1.11096,0.83764,0.84615,0.87474,0.54967,1.22997,0.83823,1.05632,0.000381899,0.000381899,0.000381899
60,140.503,1.18622,0.75872,1.1462,0.87664,0.84615,0.8928,0.49214,1.42391,0.89587,1.11536,0.000366899,0.000366899,0.000366899
61,142.787,1.23595,0.75415,1.15039,0.9048,0.94231,0.91943,0.49239,1.59129,0.90544,1.17438,0.000352037,0.000352037,0.000352037
62,145.043,1.17831,0.74005,1.12457,0.92275,0.91891,0.92925,0.51845,1.54711,0.86813,1.16356,0.000337325,0.000337325,0.000337325
63,147.294,1.23595,0.74479,1.1668,0.90833,0.88462,0.9215,0.54959,1.38336,0.79524,1.09043,0.000322778,0.000322778,0.000322778
64,149.573,1.18616,0.75905,1.15443,0.78358,0.90517,0.86037,0.54284,1.21476,0.83757,1.03872,0.000308412,0.000308412,0.000308412
65,151.827,1.18533,0.7225,1.12146,0.82052,0.87924,0.82552,0.50693,1.23575,0.92162,1.04041,0.000294239,0.000294239,0.000294239
66,154.07,1.11794,0.7111,1.08482,0.7155,0.87061,0.7967,0.54159,1.14028,0.9002,1.04549,0.000280275,0.000280275,0.000280275
67,156.304,1.15677,0.75482,1.13598,0.76003,0.85278,0.82713,0.56659,1.14566,0.91355,1.07513,0.000266532,0.000266532,0.000266532
68,158.629,1.16956,0.76056,1.13863,0.68165,0.84615,0.79654,0.5396,1.2285,0.99722,1.0888,0.000253024,0.000253024,0.000253024
69,160.941,1.1029,0.68553,1.11086,0.7343,0.85042,0.81721,0.52516,1.24889,0.97411,1.09057,0.000239766,0.000239766,0.000239766
70,163.154,1.12889,0.69762,1.1,0.74063,0.93361,0.85028,0.53327,1.27078,0.90356,1.09218,0.000226769,0.000226769,0.000226769
71,165.424,1.1111,0.74121,1.12828,0.79545,0.92308,0.86392,0.54193,1.31036,0.88169,1.0901,0.000214046,0.000214046,0.000214046
72,167.746,1.18014,0.76293,1.1269,0.80861,0.89383,0.86503,0.53472,1.30862,0.87845,1.07775,0.000201611,0.000201611,0.000201611
73,170,1.08467,0.65764,1.07578,0.80287,0.88462,0.8722,0.53738,1.32188,0.87705,1.06906,0.000189475,0.000189475,0.000189475
74,172.241,1.11766,0.70905,1.12603,0.84417,0.83348,0.89154,0.50644,1.38422,0.86479,1.07734,0.000177651,0.000177651,0.000177651
75,174.472,1.10634,0.70444,1.08672,0.88004,0.84646,0.89002,0.49567,1.44255,0.83116,1.0954,0.000166149,0.000166149,0.000166149
