epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,361.469,1.19782,0.75882,1.25487,0.92972,0.93804,0.9692,0.65083,1.12233,0.70579,1.18361,0.007822,0.007822,0.007822
24,377.295,1.20065,0.76823,1.2587,0.89566,0.91351,0.94618,0.62542,1.13988,0.75016,1.21464,0.007723,0.007723,0.007723
25,392.684,1.24931,0.7802,1.28928,0.92801,0.92545,0.95449,0.5939,1.24305,0.74873,1.27063,0.007624,0.007624,0.007624
26,408.273,1.228,0.76055,1.27473,0.93597,0.93746,0.96602,0.64364,1.17507,0.68678,1.19671,0.007525,0.007525,0.007525
27,423.629,1.19086,0.75538,1.25125,0.9232,0.93175,0.96949,0.70187,0.95057,0.64785,1.13339,0.007426,0.007426,0.007426
28,439.161,1.19133,0.73985,1.24846,0.9301,0.9293,0.96331,0.65902,1.07079,0.67142,1.20586,0.007327,0.007327,0.007327
29,454.572,1.18226,0.72468,1.25615,0.91864,0.92447,0.96988,0.66584,1.04162,0.66892,1.20197,0.007228,0.007228,0.007228
30,470.127,1.17396,0.73489,1.24734,0.93602,0.92984,0.97174,0.7337,0.88777,0.61384,1.11406,0.007129,0.007129,0.007129
31,485.598,1.16478,0.71691,1.22645,0.9418,0.94862,0.98098,0.67803,1.08689,0.63404,1.16138,0.00703,0.00703,0.00703
32,501.222,1.13682,0.69257,1.20833,0.94323,0.92607,0.97605,0.73524,0.87769,0.59892,1.09007,0.006931,0.006931,0.006931
33,516.642,1.13345,0.70362,1.20859,0.93363,0.93173,0.96909,0.70171,0.94413,0.64509,1.12497,0.006832,0.006832,0.006832
34,532.148,1.09562,0.67791,1.19346,0.92995,0.92178,0.94536,0.65464,1.05151,0.72773,1.14416,0.006733,0.006733,0.006733
35,547.533,1.13858,0.70665,1.21984,0.9362,0.93827,0.96984,0.70541,0.94897,0.62869,1.09163,0.006634,0.006634,0.006634
36,562.853,1.12053,0.68605,1.20344,0.92647,0.94792,0.97431,0.68554,1.04503,0.60219,1.13556,0.006535,0.006535,0.006535
37,578.368,1.10599,0.6935,1.19121,0.93243,0.94056,0.97118,0.69948,0.99814,0.59439,1.1232,0.006436,0.006436,0.006436
38,593.816,1.07703,0.65816,1.18271,0.95309,0.94862,0.97715,0.72984,0.90325,0.58098,1.09211,0.006337,0.006337,0.006337
39,609.23,1.09078,0.67431,1.19834,0.93244,0.95011,0.97637,0.75291,0.84432,0.56595,1.08394,0.006238,0.006238,0.006238
40,624.65,1.08566,0.67291,1.17447,0.92816,0.93197,0.96971,0.72335,0.8558,0.59208,1.0939,0.006139,0.006139,0.006139
41,640.195,1.08705,0.67508,1.18729,0.93993,0.94189,0.97762,0.70678,0.99254,0.60021,1.1256,0.00604,0.00604,0.00604
42,655.652,1.08158,0.67238,1.18585,0.93989,0.93975,0.97489,0.73338,0.89433,0.58224,1.09162,0.005941,0.005941,0.005941
43,671.185,1.10145,0.68762,1.19124,0.93983,0.94878,0.97617,0.65979,1.12777,0.61726,1.17254,0.005842,0.005842,0.005842
44,686.545,1.07293,0.66092,1.17433,0.93273,0.95538,0.96643,0.72032,0.89911,0.56183,1.09808,0.005743,0.005743,0.005743
45,701.921,1.0702,0.65139,1.16337,0.9241,0.94639,0.97753,0.7277,0.90713,0.57719,1.08425,0.005644,0.005644,0.005644
46,717.496,1.05479,0.64879,1.15999,0.94157,0.95886,0.97089,0.72667,0.84624,0.57062,1.07095,0.005545,0.005545,0.005545
47,732.77,1.03092,0.64871,1.14294,0.94461,0.9488,0.97251,0.74589,0.83558,0.55273,1.05739,0.005446,0.005446,0.005446
48,748.453,1.05378,0.64768,1.16691,0.96239,0.95534,0.98377,0.74329,0.88406,0.545,1.08193,0.005347,0.005347,0.005347
49,764.223,1.03062,0.62839,1.15006,0.9565,0.95467,0.98197,0.76029,0.83529,0.52382,1.05928,0.005248,0.005248,0.005248
50,779.848,1.05665,0.63197,1.15712,0.92986,0.94664,0.97695,0.76947,0.79677,0.52318,1.04422,0.005149,0.005149,0.005149
51,795.271,1.04748,0.64394,1.16015,0.9375,0.96161,0.977,0.73841,0.88224,0.5361,1.07857,0.00505,0.00505,0.00505
52,810.63,1.01616,0.61134,1.13857,0.96101,0.96555,0.98187,0.73849,0.91603,0.52199,1.08633,0.004951,0.004951,0.004951
53,825.876,1.07289,0.63348,1.17365,0.94802,0.95534,0.97905,0.74719,0.8308,0.53926,1.03241,0.004852,0.004852,0.004852
54,841.423,1.00925,0.62042,1.13243,0.93388,0.95827,0.97942,0.72459,0.90425,0.54555,1.07559,0.004753,0.004753,0.004753
55,856.797,1.01733,0.61936,1.13842,0.95087,0.96093,0.98463,0.76868,0.78186,0.50446,1.028,0.004654,0.004654,0.004654
56,872.349,1.00129,0.61186,1.12901,0.96763,0.95898,0.98548,0.73248,0.9025,0.53768,1.06139,0.004555,0.004555,0.004555
57,887.619,1.0324,0.62508,1.14308,0.93728,0.95841,0.97789,0.7486,0.86909,0.52728,1.0359,0.004456,0.004456,0.004456
58,904.099,0.99958,0.61839,1.12648,0.96893,0.95861,0.98572,0.7849,0.77706,0.49562,1.00978,0.004357,0.004357,0.004357
59,919.498,1.00843,0.59458,1.13218,0.9494,0.95295,0.9799,0.76826,0.81947,0.50963,1.02802,0.004258,0.004258,0.004258
60,934.915,0.98634,0.59279,1.1204,0.95915,0.95561,0.98267,0.7744,0.77849,0.50983,1.02432,0.004159,0.004159,0.004159
61,950.217,0.97807,0.58146,1.10604,0.93473,0.97289,0.98344,0.77914,0.76168,0.49481,1.01392,0.00406,0.00406,0.00406
62,965.904,0.97141,0.57899,1.11417,0.9646,0.96594,0.98463,0.77984,0.77447,0.47775,1.03077,0.003961,0.003961,0.003961
63,981.196,0.97555,0.57376,1.10105,0.95164,0.95481,0.98136,0.76425,0.82752,0.50461,1.02003,0.003862,0.003862,0.003862
64,996.633,0.96188,0.56574,1.10134,0.95448,0.96803,0.98465,0.77333,0.78953,0.49345,1.0128,0.003763,0.003763,0.003763
65,1012.11,0.95018,0.56476,1.09637,0.96668,0.96833,0.98891,0.77925,0.7967,0.48843,1.01188,0.003664,0.003664,0.003664
66,1027.48,0.94772,0.57068,1.09725,0.9542,0.96996,0.98549,0.77587,0.79609,0.49754,1.03442,0.003565,0.003565,0.003565
67,1042.97,0.97008,0.57811,1.10565,0.94534,0.97082,0.98416,0.77227,0.78545,0.49623,1.01657,0.003466,0.003466,0.003466
68,1058.22,0.95317,0.55776,1.09404,0.96903,0.95899,0.98298,0.76924,0.78341,0.48127,1.01448,0.003367,0.003367,0.003367
69,1073.5,0.95586,0.56516,1.09051,0.97071,0.9778,0.98552,0.78869,0.78381,0.47583,1.0205,0.003268,0.003268,0.003268
70,1089.05,0.95736,0.57706,1.10544,0.96001,0.96119,0.98776,0.78346,0.76613,0.46961,1.00623,0.003169,0.003169,0.003169
71,1104.52,0.93471,0.55427,1.08995,0.95474,0.96505,0.98607,0.78208,0.75732,0.46091,1.0033,0.00307,0.00307,0.00307
72,1119.95,0.9409,0.55836,1.08852,0.96878,0.95943,0.98808,0.81119,0.69145,0.46354,0.98352,0.002971,0.002971,0.002971
73,1135.36,0.93805,0.54648,1.08663,0.9687,0.96091,0.98448,0.79496,0.73485,0.45045,0.98908,0.002872,0.002872,0.002872
74,1150.87,0.9305,0.54226,1.08293,0.95292,0.96953,0.9829,0.7969,0.73194,0.47224,0.99679,0.002773,0.002773,0.002773
75,1166.44,0.92934,0.5427,1.08649,0.94841,0.96759,0.9871,0.79746,0.75648,0.46357,1.00245,0.002674,0.002674,0.002674
76,1181.84,0.90757,0.54573,1.06917,0.95328,0.97229,0.98837,0.80122,0.73696,0.45149,0.98411,0.002575,0.002575,0.002575
77,1197.19,0.91876,0.54687,1.07137,0.96175,0.96211,0.98784,0.81218,0.69919,0.44641,0.96986,0.002476,0.002476,0.002476
78,1216.17,0.90185,0.53061,1.06693,0.97165,0.96764,0.98741,0.78485,0.77714,0.45305,0.99186,0.002377,0.002377,0.002377
79,1232.3,0.89996,0.53726,1.07144,0.96305,0.96545,0.98577,0.78364,0.79668,0.45086,1.00121,0.002278,0.002278,0.002278
80,1248.26,0.91122,0.53429,1.07815,0.97909,0.96623,0.98731,0.80841,0.71113,0.43992,0.97452,0.002179,0.002179,0.002179
81,1264.02,0.89442,0.52607,1.0609,0.96662,0.96116,0.98453,0.8044,0.72864,0.44812,0.97882,0.00208,0.00208,0.00208
82,1279.96,0.88173,0.5154,1.04901,0.95271,0.97537,0.98614,0.81734,0.67012,0.43323,0.96529,0.001981,0.001981,0.001981
83,1295.86,0.8915,0.53513,1.06327,0.96804,0.97028,0.9881,0.80845,0.73704,0.42915,0.98515,0.001882,0.001882,0.001882
84,1311.63,0.89626,0.52778,1.06495,0.97542,0.96062,0.98476,0.80031,0.72645,0.42162,0.9806,0.001783,0.001783,0.001783
85,1327.38,0.88487,0.51555,1.06574,0.96052,0.96229,0.98531,0.80106,0.73994,0.4484,0.98565,0.001684,0.001684,0.001684
86,1343.24,0.87926,0.50619,1.05782,0.97603,0.96423,0.98903,0.81804,0.7057,0.42412,0.98032,0.001585,0.001585,0.001585
87,1359.18,0.8455,0.49876,1.03923,0.95705,0.96211,0.98502,0.81166,0.71034,0.42401,0.98041,0.001486,0.001486,0.001486
88,1374.93,0.8772,0.51969,1.06217,0.96908,0.9664,0.98816,0.81803,0.67297,0.4245,0.97465,0.001387,0.001387,0.001387
89,1390.61,0.86946,0.50391,1.05814,0.97453,0.9623,0.98722,0.80998,0.71149,0.42329,0.98067,0.001288,0.001288,0.001288
90,1406.46,0.85138,0.50812,1.04468,0.96702,0.97197,0.98884,0.81776,0.68751,0.41451,0.96816,0.001189,0.001189,0.001189
91,1450.79,0.74511,0.42993,0.98829,0.96979,0.97079,0.98871,0.81228,0.70506,0.41857,0.97412,0.00109,0.00109,0.00109
92,1466.03,0.73505,0.41618,0.97547,0.96344,0.97116,0.98907,0.81121,0.70207,0.42037,0.97755,0.000991,0.000991,0.000991
93,1481.21,0.72408,0.41752,0.974,0.96426,0.96885,0.98869,0.8213,0.67396,0.41624,0.96873,0.000892,0.000892,0.000892
94,1496.49,0.68652,0.40967,0.94854,0.95435,0.96856,0.98573,0.82126,0.66411,0.42136,0.96532,0.000793,0.000793,0.000793
95,1511.89,0.70083,0.41086,0.96165,0.96739,0.96856,0.98955,0.81614,0.71673,0.41901,0.97497,0.000694,0.000694,0.000694
96,1527.18,0.67964,0.40502,0.95561,0.95369,0.97008,0.9897,0.82503,0.68993,0.40857,0.96877,0.000595,0.000595,0.000595
97,1542.39,0.66295,0.40128,0.94233,0.97085,0.9671,0.98995,0.81318,0.72159,0.41309,0.97685,0.000496,0.000496,0.000496
98,1557.86,0.6665,0.39397,0.94532,0.97183,0.96993,0.99008,0.82109,0.69129,0.40382,0.96767,0.000397,0.000397,0.000397
99,1573.16,0.6423,0.38929,0.94171,0.97439,0.96368,0.99002,0.82431,0.68317,0.40387,0.96492,0.000298,0.000298,0.000298
100,1588.36,0.64015,0.38873,0.94265,0.96636,0.97105,0.98976,0.81924,0.70181,0.40532,0.97139,0.000199,0.000199,0.000199
