epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,324.434,1.40641,0.85996,1.51114,0.86428,0.89316,0.89536,0.51083,1.59657,0.82717,1.67302,0.006238,0.006238,0.006238
40,332.668,1.41566,0.79751,1.56127,0.87263,0.86109,0.87314,0.48806,1.63564,0.80767,1.69834,0.006139,0.006139,0.006139
41,340.229,1.39555,0.85761,1.53494,0.88861,0.88252,0.90469,0.51551,1.52714,0.79338,1.67575,0.00604,0.00604,0.00604
42,348.867,1.35287,0.8117,1.48196,0.88838,0.86457,0.91671,0.55198,1.4027,0.77448,1.58388,0.005941,0.005941,0.005941
43,357.166,1.33621,0.81179,1.47266,0.87712,0.87888,0.89334,0.52346,1.52255,0.82141,1.65769,0.005842,0.005842,0.005842
44,364.447,1.36175,0.80534,1.51664,0.87023,0.89681,0.88155,0.46029,1.66938,0.84946,1.7631,0.005743,0.005743,0.005743
45,371.793,1.37005,0.80644,1.52873,0.89239,0.90235,0.89128,0.52257,1.60422,0.77313,1.7408,0.005644,0.005644,0.005644
46,379.116,1.35399,0.78222,1.51013,0.91007,0.87903,0.90013,0.45612,1.81502,0.81217,1.8301,0.005545,0.005545,0.005545
47,386.536,1.3625,0.78569,1.51901,0.7839,0.85237,0.81937,0.39829,1.78006,1.13129,1.79358,0.005446,0.005446,0.005446
48,394.054,1.37678,0.81029,1.52492,0.84482,0.86084,0.85435,0.43356,1.72642,0.95231,1.74181,0.005347,0.005347,0.005347
49,401.445,1.32962,0.78858,1.48511,0.87243,0.88732,0.87508,0.43389,1.69747,0.99128,1.73013,0.005248,0.005248,0.005248
50,408.7,1.36274,0.80268,1.49891,0.86636,0.90395,0.89137,0.50208,1.56042,0.78218,1.65553,0.005149,0.005149,0.005149
51,416.071,1.30528,0.76932,1.46074,0.89896,0.88276,0.8898,0.54677,1.43693,0.75604,1.59697,0.00505,0.00505,0.00505
52,423.932,1.28187,0.78489,1.45526,0.90318,0.93029,0.91029,0.57234,1.34929,0.74922,1.55374,0.004951,0.004951,0.004951
53,431.973,1.30728,0.74844,1.46508,0.90731,0.88389,0.89977,0.51384,1.52417,0.75217,1.65893,0.004852,0.004852,0.004852
54,439.357,1.30467,0.75158,1.44961,0.92366,0.90516,0.9047,0.53893,1.46837,0.75494,1.64319,0.004753,0.004753,0.004753
55,447.067,1.32495,0.76043,1.46324,0.91423,0.90745,0.90256,0.53,1.47426,0.76045,1.63112,0.004654,0.004654,0.004654
56,454.385,1.27285,0.73008,1.41918,0.90436,0.91408,0.90426,0.53079,1.51368,0.75779,1.60188,0.004555,0.004555,0.004555
57,462.116,1.25957,0.73136,1.43843,0.90467,0.88617,0.919,0.47119,1.68945,0.79467,1.7179,0.004456,0.004456,0.004456
58,469.553,1.26403,0.73843,1.43667,0.87734,0.89414,0.89169,0.4706,1.70818,0.78008,1.77121,0.004357,0.004357,0.004357
59,476.95,1.24992,0.74295,1.42757,0.89551,0.86882,0.90746,0.57273,1.3871,0.76663,1.56066,0.004258,0.004258,0.004258
60,485.14,1.2834,0.70805,1.45061,0.8886,0.86597,0.88709,0.52152,1.5734,0.79141,1.66399,0.004159,0.004159,0.004159
61,492.434,1.23807,0.71859,1.38843,0.89435,0.89483,0.90366,0.55162,1.42284,0.73011,1.58182,0.00406,0.00406,0.00406
62,500.414,1.21744,0.68763,1.39353,0.90194,0.89226,0.89571,0.51311,1.54761,0.73164,1.67986,0.003961,0.003961,0.003961
63,507.891,1.27511,0.71566,1.43217,0.9183,0.87806,0.89229,0.46647,1.68015,0.8054,1.76653,0.003862,0.003862,0.003862
64,515.369,1.23805,0.70771,1.43007,0.88803,0.88198,0.89482,0.51243,1.56934,0.78903,1.63512,0.003763,0.003763,0.003763
65,522.913,1.19609,0.69105,1.37714,0.89819,0.9003,0.90348,0.49197,1.7114,0.75657,1.74952,0.003664,0.003664,0.003664
66,530.357,1.23739,0.69861,1.39333,0.87358,0.90395,0.90116,0.47834,1.65759,0.82255,1.69129,0.003565,0.003565,0.003565
67,538.012,1.19163,0.65709,1.39189,0.87996,0.90395,0.9099,0.52986,1.56237,0.70897,1.69008,0.003466,0.003466,0.003466
68,546.224,1.20437,0.682,1.39379,0.88962,0.89377,0.89745,0.50888,1.6178,0.73221,1.69084,0.003367,0.003367,0.003367
69,555.302,1.19018,0.66687,1.37259,0.90508,0.90523,0.91213,0.55427,1.47103,0.71712,1.59971,0.003268,0.003268,0.003268
70,563.261,1.25115,0.69262,1.45016,0.88941,0.88967,0.92306,0.61325,1.28824,0.7051,1.49366,0.003169,0.003169,0.003169
71,571.09,1.22018,0.68817,1.40433,0.90537,0.89854,0.93074,0.54401,1.55472,0.73049,1.63965,0.00307,0.00307,0.00307
72,579.152,1.17733,0.66279,1.38126,0.88247,0.89298,0.93202,0.59247,1.30531,0.69959,1.48469,0.002971,0.002971,0.002971
73,586.457,1.17582,0.67806,1.39034,0.90248,0.92888,0.93831,0.59835,1.32798,0.6682,1.50507,0.002872,0.002872,0.002872
74,593.882,1.19894,0.66867,1.39303,0.89663,0.90494,0.93236,0.49896,1.76589,0.72859,1.78538,0.002773,0.002773,0.002773
75,601.738,1.18356,0.6562,1.35255,0.90948,0.90051,0.94331,0.58626,1.38637,0.67685,1.514,0.002674,0.002674,0.002674
76,609.088,1.19402,0.6673,1.37062,0.86702,0.90635,0.92936,0.5617,1.44608,0.6951,1.55608,0.002575,0.002575,0.002575
77,616.904,1.14092,0.65106,1.34775,0.91322,0.91459,0.93205,0.53836,1.50217,0.69547,1.5928,0.002476,0.002476,0.002476
78,624.412,1.18632,0.63268,1.35129,0.89416,0.9052,0.92504,0.59066,1.37451,0.69298,1.53806,0.002377,0.002377,0.002377
79,631.625,1.11785,0.59944,1.30567,0.91716,0.92132,0.95054,0.57348,1.45674,0.69476,1.59735,0.002278,0.002278,0.002278
80,639.052,1.14366,0.62696,1.33076,0.87706,0.93237,0.94137,0.58864,1.3936,0.66455,1.56606,0.002179,0.002179,0.002179
81,646.447,1.17499,0.62487,1.33526,0.91778,0.90395,0.94654,0.56597,1.45328,0.68222,1.59025,0.00208,0.00208,0.00208
82,654.236,1.14258,0.62763,1.36028,0.90488,0.88864,0.90322,0.53867,1.51988,0.72643,1.64093,0.001981,0.001981,0.001981
83,661.607,1.12836,0.63154,1.34825,0.92453,0.90264,0.92552,0.56604,1.41021,0.68919,1.55661,0.001882,0.001882,0.001882
84,669.328,1.14187,0.6265,1.35519,0.88857,0.91312,0.93504,0.5775,1.41355,0.65891,1.55102,0.001783,0.001783,0.001783
85,676.739,1.10711,0.58894,1.31801,0.91688,0.90141,0.92658,0.601,1.32619,0.64482,1.51861,0.001684,0.001684,0.001684
