epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,43.2974,1.54217,1.14273,1.50951,0.02011,0.40541,0.1006,0.0674,2.08377,4.38171,1.77365,0.0474935,0.000493466,0.000493466
19,45.4338,1.43377,1.1405,1.50551,0.02118,0.37838,0.03062,0.01955,2.25317,4.62902,1.8619,0.0445168,0.000516848,0.000516848
20,47.596,1.44351,1.11079,1.46967,0.01741,0.2973,0.01336,0.00817,2.15609,4.41329,1.75351,0.0415395,0.000539499,0.000539499
21,49.5476,1.42389,1.12896,1.4815,0.04785,0.54054,0.3436,0.20814,2.06163,3.66801,1.66216,0.0385614,0.000561387,0.000561387
22,51.6864,1.40802,1.0506,1.44695,0.1564,0.89189,0.77113,0.40066,1.79104,2.81967,1.42343,0.0355825,0.000582482,0.000582482
23,53.8651,1.35572,1.06482,1.44745,0.83665,0.41561,0.66772,0.34673,1.70859,2.24549,1.38164,0.0326028,0.000602755,0.000602755
24,56.2068,1.38257,1.03552,1.44963,0.58655,0.46013,0.5198,0.29844,1.90901,1.91295,1.52336,0.0296222,0.000622177,0.000622177
25,58.3438,1.42166,0.98918,1.50242,0.67622,0.45946,0.49309,0.30628,1.50071,2.14461,1.36323,0.0266407,0.000640721,0.000640721
26,60.3315,1.48669,1.03803,1.52707,0.14789,0.32432,0.11241,0.05221,2.00442,2.87674,1.59555,0.0236584,0.000658364,0.000658364
27,62.7919,1.40258,0.98523,1.45711,0.10839,0.37838,0.06555,0.0325,2.11666,3.32937,2.01546,0.0206751,0.000675081,0.000675081
28,64.7281,1.36348,1.02348,1.4491,0.10102,0.18919,0.10275,0.05677,2.28844,3.4888,2.09889,0.0176908,0.00069085,0.00069085
29,67.1816,1.3752,1.01253,1.4151,0.87767,0.582,0.61973,0.3304,1.92135,2.2399,1.69917,0.0147057,0.000705651,0.000705651
30,69.096,1.33101,0.99361,1.41361,0.83987,0.59459,0.6629,0.35442,1.88502,1.99555,1.61125,0.0117195,0.000719466,0.000719466
31,71.4064,1.37651,1.00733,1.40051,0.6753,0.51351,0.596,0.28592,2.05795,1.89334,1.64727,0.00873228,0.000732277,0.000732277
32,73.5739,1.33314,0.94794,1.35523,0.75614,0.67054,0.6662,0.33093,2.03719,1.54801,1.6404,0.00574407,0.00074407,0.00074407
33,75.5303,1.39853,0.98641,1.46483,0.52116,0.44142,0.35175,0.13276,2.86463,1.96903,2.28833,0.00275483,0.00075483,0.00075483
34,77.6274,1.34806,0.95198,1.40619,0.59714,0.48649,0.46569,0.20314,2.37651,1.41328,1.82845,0.000756976,0.000756976,0.000756976
35,79.7816,1.40437,0.98766,1.48644,0.5487,0.67568,0.4997,0.22424,2.27879,1.43603,1.76712,0.000743468,0.000743468,0.000743468
36,82.2815,1.28809,0.91424,1.37,0.33478,0.32432,0.25671,0.15582,2.19414,2.31314,1.62596,0.000729725,0.000729725,0.000729725
37,84.3885,1.2692,0.93221,1.37838,0.83111,0.32432,0.37404,0.25955,2.06828,2.55275,1.60641,0.000715761,0.000715761,0.000715761
38,86.7046,1.36234,0.96206,1.41975,0.14297,0.2973,0.16415,0.1143,1.91967,3.31944,1.5244,0.000701588,0.000701588,0.000701588
39,88.8631,1.24715,0.84554,1.33858,0.40435,0.32432,0.29682,0.1951,1.96863,3.36219,1.69854,0.000687222,0.000687222,0.000687222
40,91.0384,1.30774,0.91447,1.40821,0.26457,0.56757,0.19744,0.11415,1.85088,2.6671,1.4639,0.000672675,0.000672675,0.000672675
41,93.3105,1.30203,0.94537,1.40173,0.2508,0.59459,0.19623,0.11663,1.61598,2.21891,1.23113,0.000657963,0.000657963,0.000657963
42,95.4735,1.24975,0.91014,1.33711,0.18671,0.40541,0.12624,0.0737,1.56707,2.57427,1.24288,0.000643101,0.000643101,0.000643101
