epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,208.093,1.21803,0.73505,1.35414,0.91915,0.88707,0.91727,0.59573,1.30939,0.75776,1.37505,0.000855018,0.000855018,0.000855018
27,215.977,1.18565,0.73877,1.33988,0.88009,0.87365,0.88503,0.54977,1.43873,0.7775,1.4563,0.000843851,0.000843851,0.000843851
28,223.781,1.19855,0.72334,1.34522,0.88897,0.8732,0.90288,0.59922,1.24622,0.75293,1.37003,0.000832349,0.000832349,0.000832349
29,231.629,1.18882,0.71231,1.32748,0.86345,0.89339,0.90448,0.59262,1.36801,0.73332,1.43529,0.000820525,0.000820525,0.000820525
30,239.396,1.14029,0.70145,1.29314,0.92411,0.85906,0.89784,0.55533,1.43959,0.83515,1.48853,0.000808389,0.000808389,0.000808389
31,248.625,1.17206,0.7027,1.33526,0.89966,0.84219,0.89316,0.52996,1.55282,0.83932,1.4969,0.000795954,0.000795954,0.000795954
32,257.194,1.16348,0.6968,1.31787,0.88417,0.86147,0.89478,0.54597,1.52534,0.84556,1.48257,0.000783231,0.000783231,0.000783231
33,264.962,1.1674,0.70787,1.33349,0.90184,0.83562,0.88278,0.55767,1.44229,0.79373,1.44602,0.000770234,0.000770234,0.000770234
34,272.778,1.14705,0.66925,1.29026,0.85404,0.88869,0.88878,0.54623,1.48265,0.82899,1.4812,0.000756976,0.000756976,0.000756976
35,280.656,1.18626,0.69785,1.31705,0.89453,0.8733,0.90243,0.54846,1.47904,0.76521,1.4524,0.000743468,0.000743468,0.000743468
36,288.516,1.10067,0.6745,1.27158,0.91702,0.91646,0.9106,0.56873,1.40079,0.77493,1.42669,0.000729725,0.000729725,0.000729725
37,296.272,1.13823,0.69913,1.30467,0.90255,0.88394,0.91098,0.58365,1.42715,0.87918,1.44264,0.000715761,0.000715761,0.000715761
38,304.073,1.12642,0.68366,1.29173,0.87904,0.88192,0.90107,0.56665,1.40621,0.80739,1.45126,0.000701588,0.000701588,0.000701588
39,311.808,1.09963,0.65059,1.26755,0.88012,0.88866,0.89969,0.55736,1.47713,0.7895,1.46047,0.000687222,0.000687222,0.000687222
40,319.701,1.07801,0.66986,1.25271,0.8727,0.8951,0.88215,0.56952,1.37203,0.80993,1.39342,0.000672675,0.000672675,0.000672675
41,327.428,1.10863,0.65585,1.26028,0.8911,0.84328,0.86475,0.56784,1.34072,0.77938,1.38869,0.000657963,0.000657963,0.000657963
42,335.26,1.10581,0.66528,1.27441,0.85796,0.83644,0.87133,0.58675,1.29663,0.83764,1.44952,0.000643101,0.000643101,0.000643101
43,342.964,1.0929,0.65424,1.26846,0.85541,0.86916,0.88575,0.57878,1.39208,0.7908,1.5092,0.000628101,0.000628101,0.000628101
44,350.887,1.10414,0.66741,1.28215,0.874,0.91176,0.89284,0.56735,1.39674,0.73762,1.45019,0.000612981,0.000612981,0.000612981
45,358.93,1.08589,0.61904,1.2609,0.85828,0.92696,0.90501,0.58868,1.35817,0.73434,1.42401,0.000597754,0.000597754,0.000597754
46,366.887,1.07977,0.65364,1.24874,0.89146,0.85117,0.88755,0.58418,1.41222,0.74564,1.4502,0.000582435,0.000582435,0.000582435
47,374.717,1.0787,0.62959,1.24174,0.90797,0.88003,0.90068,0.58669,1.44107,0.77204,1.4956,0.00056704,0.00056704,0.00056704
48,382.495,1.06861,0.63914,1.24886,0.91886,0.8637,0.90462,0.56315,1.35688,0.76228,1.4165,0.000551584,0.000551584,0.000551584
